Name,Age,Height,Weight,Overall,Potential,WeakFoot,SkillMoves,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,BMI,CB,CDM,CF,CM,LB,LM,LW,LWB,RB,RM,RW,RWB,ST,Clasificación Habilidad
S. Medina,22,178,67,66,75,3,3,75,64,60,66,49,57,61,64,46,61,50,65,51,46,57,66,74,76,70,65,72,67,39,67,55,63,53,45,59,64,65,61,48,55,48,11,13,8,13,13,21.146319909102385,0,0,0,0,0,1,0,0,0,0,0,0,0,Alta
H. Zuck,31,176,69,66,66,2,3,74,51,64,68,58,58,70,38,57,66,61,66,57,44,60,66,73,74,80,63,80,66,63,77,49,58,54,61,62,66,56,59,58,56,54,7,11,7,9,8,22.27530991735537,0,0,0,0,1,0,0,0,0,0,0,0,0,Alta
M. Spiranovic,34,188,87,66,66,4,2,52,24,51,37,68,70,42,19,67,65,18,22,29,14,54,52,54,50,34,61,33,44,41,63,84,19,52,69,24,49,17,67,68,68,65,12,13,15,12,7,24.615210502489816,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
C. Tengstedt,22,184,77,66,76,3,3,83,64,57,66,31,62,56,68,58,61,56,65,62,57,48,65,83,83,77,62,74,65,58,70,66,56,45,28,68,58,58,60,28,28,28,9,10,11,15,12,22.743383742911156,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
D. Rivillo,25,179,71,66,71,3,2,80,49,56,61,63,54,68,41,46,56,34,56,52,41,42,69,80,80,65,60,70,65,61,55,49,56,64,62,52,58,42,47,66,66,62,12,10,5,14,14,22.15910864205237,0,0,0,0,0,0,0,0,1,0,0,0,0,Alta
O. Dabbagh,23,182,76,66,73,3,3,72,64,58,65,32,62,59,69,72,62,60,67,57,46,53,68,69,74,60,47,63,68,74,62,74,51,28,17,61,59,65,60,30,31,26,14,13,8,6,9,22.94408887815481,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
Lee Yong,35,180,76,66,66,3,2,68,52,63,62,63,69,70,47,58,63,45,59,63,56,58,63,69,67,68,58,70,60,75,67,66,56,76,65,57,59,45,60,64,64,62,16,15,6,10,15,23.456790123456788,0,0,0,0,0,0,0,0,1,0,0,0,0,Alta
E. García,32,186,81,66,66,3,2,53,41,38,48,67,73,30,38,63,35,41,41,37,51,60,56,55,51,41,59,51,58,84,51,82,30,73,55,27,34,62,60,73,69,69,8,16,7,7,16,23.41311134235172,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
B. Turgott,28,183,73,66,66,3,3,80,66,57,69,25,68,59,68,54,58,59,69,56,55,49,67,81,80,77,63,75,66,68,73,69,63,60,22,67,58,57,67,22,22,22,14,11,12,11,8,21.798202394816204,0,0,0,0,0,0,0,0,0,0,1,0,0,Alta
R. Ramallo,31,178,70,66,66,3,3,74,68,58,66,40,69,60,71,72,60,65,68,45,65,49,64,69,78,72,65,69,63,72,71,70,68,64,14,63,62,70,54,36,51,43,6,15,12,15,15,22.093170054286077,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
R. Lundström,32,182,72,66,66,4,2,85,53,60,62,59,68,59,49,46,63,41,61,60,49,62,60,84,85,70,60,66,64,58,81,65,55,60,57,50,59,52,65,61,61,59,15,16,9,8,7,21.736505252988767,0,0,0,0,0,0,0,0,0,0,0,1,0,Alta
É. Michut,19,178,68,66,84,3,3,62,53,65,71,57,51,59,50,45,70,48,71,61,48,66,71,65,59,72,65,78,58,40,57,42,55,67,62,61,67,55,70,55,61,56,9,13,11,8,9,21.461936624163616,0,0,0,0,0,0,0,0,0,0,0,0,0,Alta
M. Bonne,26,180,76,66,68,5,2,72,64,51,64,35,72,41,67,64,58,59,63,52,44,48,65,75,70,68,67,69,66,76,75,72,57,65,39,66,53,64,60,27,35,23,10,7,7,7,13,23.456790123456788,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
M. Grødem,23,192,78,66,73,4,4,70,61,63,66,42,65,60,64,54,66,48,67,55,56,60,68,69,70,66,62,50,60,54,72,65,59,58,38,66,65,58,62,34,48,41,9,5,9,11,12,21.158854166666668,0,0,0,0,0,0,0,0,0,0,0,0,0,Alta
S. Pinas,24,182,67,66,73,3,2,75,53,56,63,65,71,43,53,58,65,48,61,49,38,59,62,74,75,75,64,67,56,85,72,69,47,70,64,54,55,72,54,66,66,64,6,5,8,10,8,20.227025721531216,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
N. Cadden,25,178,65,66,69,2,3,87,60,62,66,54,69,66,58,44,58,52,62,67,67,58,64,84,90,86,58,80,63,60,90,62,65,61,53,61,66,55,63,55,57,54,10,13,12,13,6,20.515086478979924,0,0,0,0,0,1,0,0,0,0,0,0,0,Alta
G. Risso Patrón,26,173,73,66,66,3,2,76,37,57,64,60,66,63,41,46,63,29,63,41,33,58,64,78,75,69,62,70,28,59,73,67,29,56,62,64,48,45,65,60,62,64,13,8,7,10,13,24.3910588392529,0,0,0,0,1,0,0,0,0,0,0,0,0,Alta
O. Skarsem,23,178,67,66,70,3,4,79,55,62,71,55,64,54,54,45,68,52,70,60,49,61,69,77,81,84,64,82,58,60,82,56,54,60,59,67,66,54,66,57,55,55,9,7,15,14,9,21.146319909102385,0,0,0,0,0,0,0,0,0,0,0,0,0,Alta
P. Lagemyr,25,167,58,66,69,3,3,79,57,64,71,32,43,61,63,33,69,58,70,68,49,55,68,86,74,87,52,90,48,82,64,32,54,34,26,52,69,55,59,40,28,30,12,13,10,15,12,20.7967298935064,0,0,0,0,0,0,0,0,0,0,0,0,0,Alta
F. Ștefan,26,182,70,66,69,2,3,77,58,63,62,62,69,65,56,61,64,48,60,62,65,61,61,73,80,70,59,68,63,68,70,69,62,68,60,62,59,48,64,60,64,63,6,5,6,7,13,21.132713440405748,0,0,0,0,1,0,0,0,0,0,0,0,0,Alta
C. McHugh,29,180,72,66,66,2,2,53,47,59,63,64,80,57,42,64,63,42,58,60,59,61,63,61,46,72,60,77,54,87,88,79,48,72,64,45,54,60,72,66,64,62,7,12,14,7,15,22.22222222222222,0,1,0,0,0,0,0,0,0,0,0,0,0,Alta
S. Haugen,24,187,78,66,71,4,3,79,64,50,65,32,76,46,66,59,58,56,62,44,38,38,65,80,79,72,66,77,66,72,78,74,59,77,32,66,55,59,66,28,28,25,11,12,8,11,12,22.305470559638533,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
M. Cangá,33,181,76,66,66,3,3,70,50,61,64,64,61,66,45,60,61,40,67,45,61,59,60,70,70,65,65,66,55,63,67,60,48,55,64,66,62,68,59,66,65,61,13,11,7,14,14,23.198315069747565,0,0,0,0,0,0,0,0,1,0,0,0,0,Alta
L. Schleimer,22,180,73,66,70,3,3,68,56,61,70,40,45,55,61,44,67,45,71,55,47,61,68,70,67,79,63,74,54,61,63,37,50,36,41,65,63,43,50,37,41,43,7,13,14,15,13,22.530864197530864,0,0,0,0,0,0,0,0,0,0,0,0,0,Alta
A. Ferati,24,168,71,66,69,4,4,73,56,68,71,43,59,70,56,45,67,53,69,73,65,68,68,78,68,86,63,90,61,41,63,61,51,53,39,57,69,62,61,35,53,44,7,12,13,14,11,25.15589569160998,0,0,0,0,0,1,0,0,0,0,0,0,0,Alta
K. da Graca,24,188,80,66,71,2,2,57,30,45,49,65,73,38,24,67,64,35,42,31,30,41,60,51,62,35,58,60,46,72,70,81,28,59,62,22,31,37,47,65,68,63,11,15,6,16,15,22.634676324128566,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
A. Halliday,30,173,67,66,66,3,2,67,60,61,64,62,72,58,59,49,64,43,60,54,58,63,64,63,70,75,57,78,59,71,80,64,68,81,61,54,59,63,65,65,65,63,10,10,7,12,7,22.386314277122523,0,0,0,0,0,0,0,1,0,0,0,0,0,Alta
D. Kolinger,28,199,92,66,68,2,2,52,34,43,44,63,80,28,25,66,62,32,38,28,35,48,50,40,62,38,60,44,62,65,65,90,25,78,63,32,26,35,53,63,65,58,11,15,11,9,8,23.23173657230878,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
Ricard Pujol,24,179,77,66,71,3,2,74,43,53,59,64,64,58,43,63,57,30,55,46,30,45,58,76,72,70,60,71,54,64,66,65,35,60,65,48,52,40,56,64,65,63,9,10,11,11,9,24.031709372366656,0,0,0,0,1,0,0,0,0,0,0,0,0,Alta
J. Rodríguez,23,180,65,66,71,3,2,78,53,57,66,62,56,63,57,41,62,43,67,39,38,56,65,75,81,70,64,65,48,60,62,60,54,38,64,58,52,41,61,65,64,62,10,14,5,14,6,20.061728395061728,0,0,0,0,0,0,0,1,0,0,0,0,0,Alta
Óscar Pinchi,26,171,62,66,67,3,3,76,61,60,69,42,55,62,60,51,60,61,68,60,46,60,67,75,76,75,64,85,64,55,56,61,63,39,44,67,60,47,63,44,39,34,5,12,6,12,13,21.20310522895934,0,0,0,0,0,0,0,0,0,1,0,0,0,Alta
B. Kopacz,30,188,85,66,66,3,2,65,37,52,51,65,76,60,35,70,63,24,42,35,23,44,56,62,67,57,64,66,48,77,70,85,29,62,65,41,42,54,59,64,66,62,15,15,8,10,10,24.049343594386603,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
J. Zacaría,32,172,76,66,66,2,3,70,64,66,69,51,56,63,62,47,67,51,70,72,70,68,66,71,69,74,58,70,68,53,51,62,66,48,64,71,61,59,70,37,54,58,11,10,10,9,11,25.689561925365066,0,0,0,0,0,0,1,0,0,0,0,0,0,Alta
L. Palmer,30,183,81,66,66,3,2,76,58,63,63,64,77,66,54,59,62,52,62,58,60,63,63,75,77,66,63,67,64,78,78,79,62,70,64,58,62,56,64,62,66,64,11,14,8,8,6,24.187046492878256,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
Raúl García,21,192,70,66,79,3,4,62,70,50,61,24,55,32,72,69,61,55,66,43,49,49,64,59,65,47,51,45,72,54,30,65,68,60,15,69,50,58,54,19,17,28,12,15,13,6,6,18.98871527777778,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
N. Lozano,28,185,86,66,68,3,2,55,42,48,53,64,73,29,38,68,62,36,49,29,35,54,62,56,55,40,60,51,57,71,56,82,36,73,61,38,45,46,54,62,65,64,6,9,12,15,7,25.127830533235937,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
B. Goncalves,25,190,72,66,70,3,2,69,37,47,41,66,75,29,18,63,61,20,27,36,73,64,49,68,69,63,56,53,75,75,80,76,51,65,67,28,25,32,47,67,65,67,9,12,12,6,8,19.94459833795014,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
J. Chávez,36,175,82,66,66,3,3,68,62,67,66,56,67,60,65,65,70,55,66,68,75,65,65,68,68,74,62,70,63,65,70,70,55,55,45,63,69,72,60,50,63,61,10,8,6,10,13,26.775510204081638,0,0,0,0,0,0,0,0,0,0,0,0,0,Alta
Y. Arismendi,24,163,62,66,71,3,3,77,62,59,66,35,59,66,58,42,62,66,67,52,55,54,64,76,78,71,60,86,73,64,78,50,63,58,29,63,54,48,53,38,33,37,13,13,6,11,12,23.335466144755166,0,0,0,0,0,1,0,0,0,0,0,0,0,Alta
M. Čabraja,25,182,79,66,69,3,2,75,47,62,65,60,71,75,38,53,60,46,64,61,29,56,66,76,75,70,56,73,60,66,71,67,54,80,58,54,63,39,56,59,64,63,11,14,6,13,6,23.849776597029344,0,0,0,0,0,0,0,1,0,0,0,0,0,Alta
Miguel Rubio,24,191,86,66,75,3,2,41,29,39,42,64,68,26,26,69,59,30,32,24,21,34,57,38,43,34,62,29,45,77,32,85,22,67,61,21,27,34,57,60,68,65,7,13,13,6,7,23.573915188728375,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
C. Torrejón,29,179,80,66,66,3,2,59,50,63,62,65,70,55,45,70,68,55,60,57,60,65,65,55,63,58,60,66,59,70,70,72,48,65,65,55,61,63,60,67,63,60,9,13,10,6,15,24.9680097375238,0,1,0,0,0,0,0,0,0,0,0,0,0,Alta
H. Burrows,20,168,55,66,76,3,2,76,53,61,67,60,50,61,55,54,64,39,65,57,41,58,65,76,76,80,61,81,55,53,73,34,49,62,57,59,63,43,62,59,63,62,12,13,6,15,11,19.48696145124717,0,0,0,0,0,0,0,1,0,0,0,0,0,Alta
Diego Caballo,28,171,67,66,66,2,3,74,59,60,63,61,64,65,60,60,61,49,61,65,36,62,62,73,74,65,61,75,65,65,74,59,59,65,62,65,58,39,63,61,61,63,10,8,8,12,11,22.91303307000445,0,0,0,0,1,0,0,0,0,0,0,0,0,Alta
A. Akinola,22,178,88,66,75,3,3,82,66,48,60,20,71,43,69,60,54,58,58,57,34,43,59,79,84,70,56,66,70,75,50,84,59,63,18,66,46,61,60,12,19,13,7,7,13,10,13,27.77427092538821,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
M. Solini,29,186,80,66,66,3,2,53,36,42,48,67,70,32,30,70,58,36,41,33,38,34,53,52,53,45,60,60,52,72,69,73,34,64,64,30,35,47,61,66,68,66,14,7,11,10,9,23.12406058503873,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
M. Al Shanqeeti,23,173,70,66,75,3,2,75,37,55,63,61,63,57,34,46,63,37,64,41,28,59,60,72,77,71,60,70,44,64,73,60,31,57,64,53,44,35,48,58,64,65,9,6,13,9,12,23.38868655818771,0,0,0,0,0,0,0,0,1,0,0,0,0,Alta
C. Ortiz,35,181,80,66,66,4,2,66,72,44,57,19,61,29,74,72,55,61,60,30,50,39,50,68,65,61,69,60,73,62,53,75,73,35,10,61,46,70,49,14,15,10,7,13,11,6,12,24.41927902078691,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
M. Pink,31,188,87,66,66,3,2,50,67,54,59,27,76,49,71,68,62,59,57,47,38,44,63,45,54,55,69,47,71,61,81,86,55,47,33,71,57,63,65,28,13,12,8,12,6,7,15,24.615210502489816,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
J. Maggiotti,26,186,86,66,67,3,3,64,65,67,66,53,65,62,68,44,68,61,65,63,71,65,70,63,64,62,64,60,65,62,69,67,62,58,56,64,71,60,63,53,54,49,5,5,12,12,14,24.858365128916635,0,0,0,0,0,0,0,0,0,0,0,0,0,Alta
A. Gallo,22,183,73,66,74,2,2,80,49,61,66,59,60,61,44,46,64,47,66,65,59,59,64,78,81,70,66,66,59,64,70,57,50,52,64,57,58,48,61,62,58,60,5,12,8,8,11,21.798202394816204,0,0,0,0,0,0,0,1,0,0,0,0,0,Alta
C. Castro Devenish,21,192,84,66,79,2,2,44,36,45,47,67,66,33,30,64,62,33,43,32,34,49,53,41,47,43,68,40,54,48,55,74,31,65,65,30,30,41,48,65,73,66,11,6,7,10,9,22.786458333333336,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
E. Makgopa,22,188,76,66,77,3,2,67,67,50,61,31,64,43,73,74,52,50,64,53,39,43,57,66,68,58,60,64,63,79,67,72,59,34,26,67,61,74,58,23,29,28,6,12,9,8,14,21.50294250792214,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
A. Søderlund,34,187,86,66,66,4,2,53,67,56,62,39,75,53,65,67,60,65,62,51,61,53,65,53,53,50,66,51,75,76,62,82,63,75,44,68,53,65,69,38,31,23,11,8,15,11,7,24.59321112985787,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
C. Zady Sery,22,177,72,66,75,3,4,88,55,60,69,21,55,60,54,54,64,49,72,53,55,56,63,92,84,83,50,81,56,46,64,59,55,38,18,61,61,59,55,19,15,19,9,8,13,10,8,22.981901752370007,0,0,0,0,0,0,0,0,0,1,0,0,0,Alta
S. Sandberg,28,186,77,66,66,3,2,70,43,59,60,62,72,65,41,56,60,35,57,60,35,62,60,68,72,66,62,63,58,71,80,72,34,62,63,56,55,39,61,64,61,59,9,10,14,7,11,22.25690831309978,0,0,0,0,0,0,0,0,1,0,0,0,0,Alta
A. Lima,31,176,68,66,66,4,3,74,53,64,64,35,68,65,50,52,66,43,62,55,61,59,68,73,74,64,64,66,63,52,77,72,54,50,43,59,67,46,60,39,24,24,15,10,16,11,13,21.952479338842977,0,0,0,0,0,0,0,0,0,1,0,0,0,Alta
N. Contin,26,183,78,66,69,2,2,67,64,51,64,31,72,43,70,64,55,54,62,56,50,52,68,60,72,66,62,55,63,62,66,84,56,50,26,69,52,51,65,40,20,18,15,14,8,11,11,23.291229956104985,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
L. Maciel,26,177,72,66,69,2,3,67,53,62,66,61,78,53,47,58,69,44,65,45,40,68,68,68,66,69,70,58,72,74,80,79,52,74,65,58,63,41,59,58,63,59,7,14,7,11,14,22.981901752370007,0,1,0,0,0,0,0,0,0,0,0,0,0,Alta
S. Smith,24,185,73,66,69,3,2,74,65,55,63,29,71,54,66,66,59,59,62,53,60,44,63,72,75,68,63,64,65,79,68,76,65,61,23,67,57,63,60,27,26,21,11,8,9,9,9,21.32943754565376,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
Kevin,21,173,69,66,76,5,4,74,56,61,70,33,46,64,60,33,65,53,73,52,44,60,66,75,74,79,57,84,55,65,49,41,50,50,33,60,59,50,54,33,33,31,8,13,6,8,14,23.054562464499316,0,0,0,0,0,0,0,0,0,1,0,0,0,Alta
Y. Reyna,28,169,68,66,66,2,3,84,66,59,69,34,63,52,64,55,58,63,67,65,66,61,68,83,84,85,65,79,71,63,65,61,66,65,29,62,61,62,61,36,33,19,12,14,9,8,11,23.80869017191275,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
N. Hagglund,29,185,87,66,66,3,2,48,29,55,51,64,70,57,23,69,61,26,47,44,23,60,56,46,50,43,62,47,51,93,54,77,17,65,63,44,51,35,57,62,66,63,9,13,6,14,15,25.4200146092038,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
P. Medina,23,177,66,66,71,3,2,75,37,58,64,61,63,61,34,57,64,34,64,57,34,60,62,74,75,74,59,67,40,56,69,62,37,60,61,56,48,45,52,60,63,63,12,7,6,6,6,21.06674327300584,0,0,0,0,0,0,0,0,1,0,0,0,0,Alta
A. Munksgaard,24,181,75,66,73,2,2,79,43,57,65,61,71,61,42,64,60,40,64,62,31,58,65,79,79,73,62,69,54,81,75,75,34,55,58,43,50,40,52,60,62,61,7,10,10,10,14,22.89307408198773,0,0,0,0,0,0,0,0,0,0,0,1,0,Alta
B. Hanlan,25,182,83,66,71,3,3,85,64,52,67,35,75,49,66,57,58,61,67,60,40,49,63,84,85,76,61,77,67,72,81,83,59,46,22,64,48,62,61,40,30,35,6,8,9,6,8,25.057360222195385,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
J. Sforza,20,180,76,66,81,3,3,71,58,63,66,60,64,54,55,56,71,43,68,42,44,69,65,74,68,62,64,69,65,61,74,61,64,58,60,53,62,43,60,58,63,60,10,8,11,13,12,23.456790123456788,0,0,0,1,0,0,0,0,0,0,0,0,0,Alta
M. John,20,184,73,66,77,3,2,62,53,64,72,60,52,67,54,43,69,48,73,54,52,64,74,65,60,69,67,70,59,54,67,47,49,47,64,44,56,55,57,62,61,59,10,10,6,13,8,21.56190926275992,0,0,0,0,0,1,0,0,0,0,0,0,0,Alta
R. Živković,25,187,77,66,67,4,3,81,65,55,67,18,64,48,61,60,58,68,68,48,41,57,65,72,89,72,65,64,74,75,66,70,66,45,15,62,61,63,60,15,12,13,7,7,7,13,9,22.019502988361115,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
F. Herbers,28,183,75,66,66,3,3,65,64,65,66,49,68,66,66,65,70,51,67,60,59,60,68,62,67,64,64,59,69,65,70,68,56,66,54,66,63,66,61,47,43,42,14,10,9,14,9,22.39541341933172,0,0,0,0,0,0,0,0,0,0,0,0,0,Alta
D. Ubbink,29,180,73,66,66,4,3,68,61,66,65,42,60,63,61,53,70,55,65,53,60,67,63,70,66,68,65,63,65,61,64,56,58,64,41,60,68,58,65,42,39,44,7,14,6,11,13,22.530864197530864,0,0,0,0,0,0,0,0,0,1,0,0,0,Alta
J. Patiño,32,180,88,66,66,3,2,60,24,48,47,66,69,49,17,66,63,27,30,28,28,48,65,54,65,49,59,56,35,70,64,70,22,72,63,27,31,36,61,65,70,62,14,9,10,8,14,27.160493827160494,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
J. Chalá,27,180,73,66,66,3,3,80,60,62,68,33,63,65,62,48,65,42,70,58,57,55,64,79,81,80,52,75,56,82,52,75,64,44,25,66,60,49,55,30,35,33,6,7,14,12,15,22.530864197530864,0,0,0,0,0,0,0,0,0,0,1,0,0,Alta
H. Dotson,24,180,77,66,71,3,2,65,61,58,64,65,67,55,59,52,67,36,65,30,38,64,64,65,65,62,65,62,69,73,75,66,70,59,65,58,52,36,61,66,68,64,14,6,7,9,7,23.76543209876543,0,1,0,0,0,0,0,0,0,0,0,0,0,Alta
I. Touré,24,188,76,66,72,3,3,67,51,62,69,61,75,50,58,68,68,43,66,58,57,62,74,70,65,71,65,64,43,86,77,75,45,69,64,67,67,45,65,58,62,55,12,13,12,15,11,21.50294250792214,0,0,0,0,0,0,0,0,0,0,0,0,0,Alta
J. Jones,24,177,72,66,71,2,3,78,61,61,70,34,44,65,61,28,62,60,71,67,64,53,66,76,79,78,56,81,61,59,45,40,61,49,35,61,61,58,62,40,32,25,7,10,8,14,8,22.981901752370007,0,0,0,0,0,0,0,0,0,0,1,0,0,Alta
E. Guevara,32,178,78,66,66,3,2,65,50,54,61,67,68,55,55,70,60,33,63,35,55,50,60,65,65,55,60,64,40,66,70,70,48,63,69,49,49,62,65,66,66,62,10,14,9,8,5,24.61810377477591,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
S. Ben Seghir,19,174,57,66,78,4,3,66,68,59,69,29,33,69,72,52,64,51,74,72,74,52,64,70,63,64,72,76,73,51,37,31,59,27,28,61,40,66,47,22,29,30,6,6,13,5,11,18.826793499801823,0,0,0,0,0,0,0,0,0,0,1,0,0,Alta
M. Miranda,22,174,69,66,76,2,3,69,59,65,68,56,53,58,58,48,73,46,67,53,45,63,70,72,66,67,55,74,70,59,70,43,53,54,47,66,68,54,64,59,62,56,6,13,10,11,7,22.79032897344431,0,0,0,0,0,0,0,0,0,0,0,0,0,Alta
S. Farhan,25,175,72,66,71,2,2,65,42,52,58,62,80,36,38,51,62,32,53,34,29,62,60,65,65,67,58,72,63,72,86,77,36,81,66,46,53,27,53,60,65,63,15,14,17,12,13,23.51020408163265,0,1,0,0,0,0,0,0,0,0,0,0,0,Alta
E. Tellechea,35,172,72,66,66,3,3,64,62,65,63,64,68,62,63,58,71,60,60,54,53,65,66,63,65,58,65,80,64,60,69,70,62,65,72,62,64,55,69,58,66,68,6,13,9,7,11,24.337479718766904,0,1,0,0,0,0,0,0,0,0,0,0,0,Alta
Danilo Veiga,19,183,83,66,80,3,2,66,56,59,60,67,68,55,56,65,63,49,64,54,48,58,55,65,67,61,62,58,61,65,62,72,54,67,65,52,59,57,61,64,71,69,13,9,14,12,9,24.78425751739377,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
T. Sana,32,172,72,66,66,3,3,73,63,62,70,32,58,60,63,54,64,58,69,69,61,56,69,72,73,80,62,76,64,67,64,56,64,51,27,64,63,64,65,32,29,25,6,14,6,12,16,24.337479718766904,0,0,0,0,0,0,1,0,0,0,0,0,0,Alta
A. Bejarano,38,169,64,66,66,3,2,66,54,67,64,63,50,59,49,36,72,38,60,48,62,68,67,65,67,70,65,65,60,66,66,43,60,44,67,60,69,63,73,67,67,60,7,8,14,7,11,22.40817898532965,0,0,0,1,0,0,0,0,0,0,0,0,0,Alta
F. Ojo,30,177,71,66,66,3,3,67,60,65,69,61,69,64,57,56,69,55,67,45,56,66,68,69,66,80,65,73,67,81,75,68,62,60,64,58,65,58,65,58,63,59,11,16,13,8,14,22.66270867247598,0,1,0,0,0,0,0,0,0,0,0,0,0,Alta
K. Cabral,22,183,75,66,74,3,3,85,59,58,66,41,57,57,59,52,62,49,67,53,46,55,66,84,85,76,54,58,63,52,66,62,53,33,39,70,60,57,53,35,45,37,10,12,12,13,12,22.39541341933172,0,0,0,0,0,0,0,0,0,1,0,0,0,Alta
P. Sontheimer,23,168,65,66,73,3,3,64,51,63,70,59,63,58,52,35,67,46,67,60,40,65,68,67,62,83,67,91,55,61,91,45,44,75,64,61,64,49,66,61,61,63,6,14,6,8,12,23.030045351473927,0,0,0,1,0,0,0,0,0,0,0,0,0,Alta
C. Makoun,22,181,75,66,76,2,2,64,43,60,58,65,74,58,38,58,66,32,58,51,52,66,63,61,67,40,63,56,49,64,74,77,43,67,67,51,50,63,64,66,66,64,6,13,14,6,10,22.89307408198773,0,1,0,0,0,0,0,0,0,0,0,0,0,Alta
C. Omoigui,27,182,74,66,67,3,3,86,65,50,65,24,67,46,68,62,57,56,67,47,43,34,58,87,86,80,63,67,71,83,70,72,56,48,15,63,54,69,62,21,24,15,13,15,14,8,11,22.34029706557179,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
J. Caceres,29,180,86,66,66,3,2,70,31,58,57,63,68,65,33,61,63,23,56,41,36,58,55,67,72,59,62,61,22,71,72,70,32,56,66,48,54,38,55,61,66,60,14,6,14,6,14,26.54320987654321,0,0,0,0,0,0,0,0,1,0,0,0,0,Alta
I. Vukotić,23,191,78,66,73,3,3,62,58,66,66,64,71,63,53,68,68,47,67,72,64,68,70,59,65,55,66,52,66,54,68,74,60,70,61,63,61,66,66,64,65,64,13,5,7,14,8,21.380992845590857,0,0,0,1,0,0,0,0,0,0,0,0,0,Alta
C. Abi,22,187,71,66,72,3,3,76,60,57,66,28,65,48,62,63,65,57,67,49,40,52,69,77,76,69,60,40,69,69,68,75,47,35,23,65,60,64,64,28,19,26,9,11,7,11,14,20.30369756069661,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
L. Musonda,27,171,75,66,66,5,3,86,60,55,69,57,62,60,61,44,58,65,69,51,43,48,64,88,85,89,58,92,60,62,72,61,58,52,58,58,56,51,54,57,60,58,12,5,6,11,5,25.64891761567662,0,0,0,0,0,0,0,0,0,1,0,0,0,Alta
A. Klynge,21,175,70,66,74,2,2,68,55,63,68,61,69,58,53,43,68,55,65,54,47,66,69,67,68,74,66,74,62,67,75,65,55,71,64,63,65,41,64,62,64,62,12,15,8,14,6,22.857142857142858,0,0,0,1,0,0,0,0,0,0,0,0,0,Alta
F. Lo Celso,22,175,60,66,78,3,3,70,56,69,66,60,55,62,51,55,76,57,64,63,58,70,66,68,72,72,56,71,65,53,58,53,55,57,62,64,68,63,69,60,60,60,5,14,8,13,6,19.59183673469388,0,0,0,0,0,0,0,0,0,0,0,0,0,Alta
J. Oosterwolde,21,189,74,66,79,3,2,90,37,56,60,59,71,61,31,55,61,29,61,46,38,56,55,90,90,73,55,65,43,69,74,74,41,58,57,51,47,41,53,59,60,62,6,13,14,15,9,20.71610537219003,0,0,0,0,1,0,0,0,0,0,0,0,0,Alta
I. Latovlevici,36,175,72,66,66,3,3,64,63,66,65,66,64,69,58,62,66,66,64,72,68,65,63,63,65,66,63,74,75,65,47,67,66,77,67,56,64,60,73,66,66,63,16,14,15,7,11,23.51020408163265,0,0,0,0,1,0,0,0,0,0,0,0,0,Alta
