Name,Age,Height,Weight,Overall,Potential,BestPosition,WeakFoot,SkillMoves,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,BMI,GK,Clasificación Habilidad
M. Sætra,25,198,90,62,67,GK,3,1,63,61,58,63,44,60,14,14,13,27,20,13,19,13,20,24,43,46,35,53,59,44,55,30,62,12,25,25,20,30,15,29,8,19,15,63,61,58,60,63,22.95684113865932,1,Baja
K. Joelsson,24,183,74,62,69,GK,3,1,61,60,63,68,33,60,23,15,15,38,20,24,22,18,36,22,31,35,30,50,50,47,71,22,44,20,40,20,5,39,29,30,25,19,20,61,60,63,60,68,22.096807907073963,1,Baja
No Dong Geon,30,190,88,62,62,GK,3,1,62,61,64,62,42,61,17,16,15,28,18,12,15,18,43,16,43,41,46,58,45,48,60,24,72,14,42,16,11,23,25,67,16,16,13,62,61,64,61,62,24.37673130193906,1,Baja
F. Al Masrahi,29,182,81,62,63,GK,3,1,61,60,57,63,46,61,15,18,11,21,12,17,20,16,23,16,47,44,31,57,48,43,65,24,66,13,25,25,10,41,20,53,13,19,17,61,60,57,61,63,24.45356840961236,1,Baja
Cañizares,20,186,81,62,78,GK,3,1,62,66,66,56,32,59,12,9,11,60,7,8,10,13,49,28,27,39,45,58,37,50,58,30,54,9,26,7,6,22,18,44,6,14,12,62,66,66,59,56,23.41311134235172,1,Baja
J. Lynch,29,188,82,62,62,GK,3,1,65,59,61,65,41,58,18,15,20,50,16,12,13,14,48,23,42,40,64,55,50,46,74,39,65,19,20,21,15,48,32,32,16,11,12,65,59,61,58,65,23.20054323223178,1,Baja
L. Popescu,25,180,68,62,67,GK,2,1,64,62,66,64,27,61,10,9,12,25,5,10,12,13,16,17,29,23,25,47,47,50,56,19,38,9,24,9,7,41,13,32,5,10,11,64,62,66,61,64,20.98765432098765,1,Baja
T. Paterok,29,194,83,62,63,GK,2,1,64,61,62,64,33,60,15,13,12,29,16,19,18,14,28,20,33,34,39,47,38,47,59,34,55,16,20,15,15,31,21,35,6,16,14,64,61,62,60,64,22.053353172494425,1,Baja
N. Klinger,26,187,84,62,66,GK,3,1,59,60,63,64,33,60,12,6,10,24,10,8,8,7,20,12,31,35,49,60,40,47,72,36,64,6,31,10,6,30,11,41,10,9,8,59,60,63,60,64,24.021275987303035,1,Baja
J. Rasheed,30,191,88,62,63,GK,2,1,63,59,61,62,30,62,14,14,15,26,13,14,13,15,24,19,30,31,36,54,42,46,48,32,79,14,18,20,11,32,18,39,20,14,16,63,59,61,62,62,24.12214577451276,1,Baja
Emilio Bernad,22,183,75,62,72,GK,3,1,68,60,66,64,42,55,12,8,14,25,5,10,13,12,27,11,42,41,52,50,50,50,72,28,53,7,17,13,6,30,15,27,9,10,14,68,60,66,55,64,22.39541341933172,1,Baja
O. Petersen,20,190,85,62,78,GK,3,1,64,61,61,64,40,61,12,9,11,26,9,5,12,10,20,11,41,38,40,45,37,46,44,24,62,9,20,8,4,40,10,30,9,14,10,64,61,61,61,64,23.545706371191137,1,Baja
A. Lonergan,38,192,87,62,62,GK,1,1,61,62,50,63,40,64,12,14,15,29,15,11,12,14,27,24,40,41,50,57,42,38,66,28,56,13,28,12,8,32,16,30,14,15,14,61,62,50,64,63,23.600260416666668,1,Baja
G. Szécsi,33,185,80,62,62,GK,2,1,63,60,61,66,27,60,22,11,14,31,11,17,21,20,21,19,28,26,31,50,26,46,42,17,55,12,29,23,15,58,17,24,26,17,13,63,60,61,60,66,23.37472607742878,1,Baja
M. Lansing,28,193,88,62,64,GK,3,1,62,62,63,60,44,62,15,10,15,40,12,16,14,15,42,25,42,48,46,58,52,47,49,28,66,10,28,20,9,58,19,54,21,14,13,62,62,63,62,60,23.624795296518027,1,Baja
J. Kempin,29,185,78,62,63,GK,2,1,63,55,62,66,57,63,15,12,19,33,12,14,16,9,37,18,58,56,38,53,29,47,68,45,53,13,34,22,14,14,22,45,11,12,12,63,55,62,63,66,22.79035792549306,1,Baja
B. Killip,26,188,74,62,66,GK,3,1,61,61,57,62,43,63,14,11,19,31,13,14,24,15,39,20,42,44,40,57,36,43,66,27,53,15,22,23,19,28,20,27,20,17,19,61,61,57,63,62,20.937075599818925,1,Baja
J. Hamilton,28,189,75,62,65,GK,2,1,62,61,60,62,46,61,16,13,16,30,18,13,15,16,18,24,46,46,44,56,65,45,58,32,48,14,16,19,15,45,23,44,11,14,13,62,61,60,61,62,20.99605274208449,1,Baja
J. Delianov,22,188,87,62,70,GK,3,1,63,59,58,63,26,60,14,7,11,31,5,10,10,12,30,20,24,29,32,56,33,44,49,30,63,5,39,6,6,31,22,39,7,12,13,63,59,58,60,63,24.615210502489816,1,Baja
P. Lenarcik,27,190,84,62,63,GK,3,1,60,60,65,60,24,65,18,15,18,17,12,18,18,11,15,13,24,24,25,54,26,49,40,25,47,13,16,18,13,17,18,14,20,18,17,60,60,65,65,60,23.26869806094183,1,Baja
C. Giuliani,23,187,81,62,68,GK,2,1,65,62,59,62,17,56,11,6,24,19,6,12,14,13,25,20,15,21,33,56,48,44,63,27,57,8,19,22,5,44,17,27,28,14,10,65,62,59,56,62,23.163373273470786,1,Baja
Lucas Paes,24,196,92,62,68,GK,3,1,59,62,58,59,19,63,13,5,13,14,7,12,9,13,21,10,18,20,30,61,25,44,31,23,75,4,18,7,7,33,9,17,5,9,11,59,62,58,63,59,23.94835485214494,1,Baja
D. Rogers,28,185,77,62,62,GK,3,1,63,61,60,63,44,61,14,13,16,39,20,14,14,14,45,27,44,44,37,53,57,45,50,21,60,18,22,21,12,59,32,41,14,10,13,63,61,60,61,63,22.4981738495252,1,Baja
A. Zendejas,26,196,84,62,66,GK,3,1,66,61,59,64,37,60,11,17,17,29,12,14,13,16,22,22,35,39,37,52,37,44,51,24,57,13,18,15,15,56,24,41,13,16,19,66,61,59,60,64,21.86588921282799,1,Baja
F. Ferrero,26,185,82,62,66,GK,3,1,64,62,59,60,32,58,11,5,13,17,6,10,11,12,27,14,32,33,35,62,41,44,60,26,57,8,19,11,4,32,10,22,5,13,13,64,62,59,58,60,23.959094229364496,1,Baja
H. Ayala,27,179,83,62,63,GK,3,1,61,62,66,63,24,62,15,11,13,25,7,11,15,16,18,13,22,27,23,55,55,50,61,40,45,10,17,13,7,25,17,40,7,11,15,61,62,66,62,63,25.90431010268094,1,Baja
Unai Marrero,20,189,82,62,75,GK,3,1,64,60,59,66,22,62,10,5,10,21,6,8,12,10,16,16,21,24,21,45,38,44,52,24,59,9,16,9,7,42,15,40,5,10,10,64,60,59,62,66,22.955684331345708,1,Baja
T. Vaiho,33,188,78,62,62,GK,2,1,66,61,59,62,31,56,16,12,12,18,18,16,19,12,21,16,31,32,32,64,60,44,70,30,72,14,35,21,14,40,17,48,18,14,14,66,61,59,56,62,22.068809416025356,1,Baja
M. Eșanu,23,188,75,62,69,GK,2,1,64,56,63,68,27,58,13,6,16,27,9,14,15,12,23,15,32,20,28,58,50,47,60,28,52,5,33,9,8,42,15,36,8,14,14,64,56,63,58,68,21.22000905387053,1,Baja
A. Chapman,32,203,92,62,62,GK,1,1,68,59,56,66,31,59,13,11,13,25,8,12,13,14,30,17,31,32,30,52,52,42,58,38,61,9,28,13,10,39,23,46,21,12,13,68,59,56,59,66,22.32522021888423,1,Baja
J. Kersken,21,190,88,62,73,GK,3,1,64,63,62,64,25,63,12,8,10,29,8,14,12,10,25,20,25,24,34,45,25,47,35,16,58,5,25,10,5,45,11,35,10,10,13,64,63,62,63,64,24.37673130193906,1,Baja
G. Innocent,22,192,90,62,73,GK,3,1,62,59,61,64,30,61,10,6,11,24,9,12,14,11,22,15,30,31,37,53,35,46,57,25,64,9,22,10,5,26,14,25,7,13,12,62,59,61,61,64,24.4140625,1,Baja
R. Laidlaw,29,201,85,62,62,GK,2,1,62,60,60,62,25,63,11,6,10,30,8,14,10,13,23,19,29,20,21,58,23,45,31,19,72,9,24,6,8,35,17,41,19,10,13,62,60,60,63,62,21.03908319101013,1,Baja
D. Valdés,37,180,77,62,62,GK,2,1,59,58,60,66,30,64,9,8,8,21,9,15,11,13,20,11,31,28,37,59,42,45,49,23,55,10,20,14,9,34,13,33,13,14,12,59,58,60,64,66,23.76543209876543,1,Baja
A. Berardi,31,185,78,62,62,GK,3,1,61,58,56,64,50,63,14,10,11,29,19,11,16,15,32,21,50,51,35,60,45,42,62,45,55,19,23,21,12,55,22,53,11,19,17,61,58,56,63,64,22.79035792549306,1,Baja
Hou Sen,33,188,81,62,62,GK,1,1,62,60,56,63,43,62,20,12,24,26,15,28,25,24,42,33,37,51,58,60,56,42,65,28,57,12,29,25,14,50,15,49,16,12,13,62,60,56,62,63,22.91760977818017,1,Baja
M. Arzamendia,24,190,87,62,69,GK,2,1,61,60,55,62,29,61,7,6,9,34,6,11,12,19,23,18,30,28,33,66,26,41,39,18,34,7,23,16,9,46,8,44,12,13,11,61,60,55,61,62,24.099722991689752,1,Baja
J. McKeown,32,187,89,62,62,GK,3,1,62,61,60,63,44,61,16,11,13,33,11,13,11,14,40,40,42,48,52,60,50,45,60,41,65,11,37,19,11,34,11,58,24,15,13,62,61,60,61,63,25.45111384369012,1,Baja
R. Leszczyński,30,187,82,62,63,GK,4,1,64,60,60,62,38,60,18,12,19,34,15,15,15,15,18,16,40,35,32,54,50,45,55,30,66,14,25,16,19,44,16,28,15,19,18,64,60,60,60,62,23.449340844748203,1,Baja
J. Odehnal,20,195,85,62,69,GK,2,1,64,62,57,64,31,61,12,8,12,21,7,16,14,12,18,12,29,35,28,53,36,43,57,18,52,9,23,13,9,24,19,33,8,12,11,64,62,57,61,64,22.35371466140697,1,Baja
O. Piri,27,190,82,62,66,GK,2,1,64,61,60,63,20,62,9,7,13,33,8,8,10,9,18,10,19,22,23,51,22,45,33,26,53,7,18,9,8,10,28,34,6,11,9,64,61,60,62,63,22.71468144044321,1,Baja
H. Keto,24,192,79,62,69,GK,2,1,62,60,57,62,46,62,13,16,19,26,19,20,18,19,20,24,49,41,46,57,50,43,49,25,57,18,25,18,8,48,25,38,9,17,14,62,60,57,62,62,21.43012152777778,1,Baja
B. Fall,21,198,80,62,75,GK,3,1,62,63,63,65,26,61,12,8,13,23,9,9,14,12,15,11,24,29,37,50,28,47,36,27,63,7,27,8,4,28,13,22,7,14,10,62,63,63,61,65,20.40608101214162,1,Baja
J. Dixon,28,193,72,62,63,GK,3,1,61,60,65,63,29,61,15,10,14,52,7,17,15,17,54,19,25,35,23,58,30,49,40,30,50,9,20,14,8,55,25,55,10,15,13,61,60,65,61,63,19.329377969878387,1,Baja
N. Rehnen,25,191,82,62,67,GK,3,1,63,58,60,63,35,62,17,19,9,26,12,11,18,18,19,21,33,39,38,54,40,45,54,23,57,14,19,8,5,29,16,22,17,9,8,63,58,60,62,63,22.47745401715962,1,Baja
X. Dziekoński,18,188,78,62,75,GK,2,1,62,62,62,65,32,60,13,7,11,48,6,8,14,14,50,11,32,33,25,47,39,47,54,28,63,6,28,11,5,41,14,36,9,10,12,62,62,62,60,65,22.068809416025356,1,Baja
Choe Pil Soo,31,190,80,62,62,GK,3,1,59,60,54,61,43,65,16,14,11,23,14,16,17,14,23,20,46,39,34,58,40,41,60,16,81,15,22,15,16,48,23,58,13,17,14,59,60,54,65,61,22.1606648199446,1,Baja
Sergio Díaz,24,181,73,62,69,GK,3,1,63,59,61,65,34,63,12,6,10,50,9,10,11,13,35,18,37,30,46,48,42,46,61,21,41,5,22,14,4,41,17,34,7,17,23,63,59,61,63,65,22.28259210646805,1,Baja
Pere Joan,20,188,83,62,77,GK,2,1,53,59,66,64,54,66,9,6,11,29,5,10,8,8,30,19,50,60,55,61,62,50,80,45,72,7,20,12,5,41,11,45,8,10,11,53,59,66,66,64,23.48347668628339,1,Baja
L. Moro,17,190,77,62,80,GK,2,1,61,60,56,68,24,62,12,7,12,28,8,9,13,15,26,18,29,16,33,46,22,42,32,26,60,9,19,15,9,41,16,35,8,15,16,61,60,56,62,68,21.32963988919668,1,Baja
L. Reddy,40,189,90,62,62,GK,2,1,63,59,59,63,37,62,10,10,10,17,10,10,13,12,18,19,35,40,43,58,47,44,45,39,69,10,44,18,8,35,21,62,13,11,10,63,59,59,62,63,25.195263290501387,1,Baja
S. Lukić,42,192,91,62,62,GK,2,1,60,61,63,60,18,64,15,15,18,35,15,14,15,15,32,18,18,17,18,61,28,47,50,25,70,13,20,22,18,41,15,38,22,12,12,60,61,63,64,60,24.68532986111111,1,Baja
A. Nazih,20,192,76,62,74,GK,2,1,66,61,59,65,41,58,13,11,12,23,7,15,18,11,20,20,38,45,34,54,28,44,47,34,57,9,30,15,7,36,11,35,9,13,11,66,61,59,58,65,20.616319444444446,1,Baja
O. Carabalí,25,187,92,62,68,GK,2,1,62,61,58,63,21,60,12,9,19,32,8,10,13,13,28,15,16,29,27,56,51,44,65,32,80,6,25,15,7,52,13,48,13,14,10,62,61,58,60,63,26.309016557522373,1,Baja
O. Evans,25,188,70,62,66,GK,3,1,63,61,66,61,43,61,18,11,11,43,11,16,18,14,46,22,42,45,54,58,45,50,76,17,30,10,15,20,4,58,30,22,9,18,16,63,61,66,61,61,19.80534178361249,1,Baja
S. Kroll,25,191,87,62,68,GK,3,1,63,61,59,63,37,58,12,13,10,28,9,20,14,14,22,23,36,38,33,64,30,44,60,28,72,11,28,13,11,42,23,41,13,13,11,63,61,59,58,63,23.84803048162057,1,Baja
M. Harsman,22,190,80,62,70,GK,3,1,64,63,62,64,33,62,10,6,8,23,7,7,9,8,23,14,33,34,30,41,29,47,40,37,65,6,26,20,7,42,12,35,13,9,10,64,63,62,62,64,22.1606648199446,1,Baja
M. Hautbois,31,181,75,62,62,GK,2,1,59,64,61,64,43,61,11,9,13,33,15,15,12,12,35,24,39,49,35,56,42,46,52,29,55,11,24,13,11,13,14,16,12,13,12,59,64,61,61,64,22.89307408198773,1,Baja
F. Croitoru,29,192,85,62,62,GK,2,1,64,61,67,61,43,50,11,6,14,38,8,9,12,11,37,18,41,47,55,70,56,50,71,31,70,8,31,7,18,46,18,58,6,10,11,64,61,67,50,61,23.057725694444446,1,Baja
F. Faist,33,184,76,62,62,GK,3,1,61,62,55,60,26,63,10,7,11,17,7,7,12,10,25,17,24,28,31,57,41,41,65,17,77,7,20,7,8,37,15,39,23,10,21,61,62,55,63,60,22.448015122873343,1,Baja
E. Bilgin,18,188,85,62,75,GK,2,1,67,60,58,67,33,59,12,8,10,22,6,9,10,13,21,17,34,32,31,44,38,44,64,24,56,9,27,8,6,38,14,28,6,10,12,67,60,58,59,67,24.049343594386603,1,Baja
P. Farman,32,186,81,62,62,GK,3,1,62,61,64,63,43,60,13,19,20,44,18,8,9,7,42,19,43,42,30,59,56,48,58,37,58,9,22,17,15,55,26,43,16,18,13,62,61,64,60,63,23.41311134235172,1,Baja
A. Cairns,29,183,72,62,62,GK,3,1,62,60,61,63,49,61,12,11,11,32,13,12,14,12,47,13,49,48,43,57,60,46,43,23,39,13,39,15,11,44,22,45,21,11,11,62,60,61,61,63,21.49959688255845,1,Baja
Victor Méndez,22,188,80,62,73,GK,3,1,65,62,52,64,28,60,12,7,13,38,9,14,14,11,36,16,32,23,29,54,37,39,61,24,57,9,24,13,5,37,19,32,7,11,14,65,62,52,60,64,22.634676324128566,1,Baja
C. Ripley,29,191,96,62,63,GK,3,1,63,62,62,64,27,60,11,11,14,33,14,11,13,11,28,23,26,28,24,54,38,47,50,21,80,20,16,19,12,45,14,33,14,12,15,63,62,62,60,64,26.315068117650284,1,Baja
N. Kruth,19,186,78,62,69,GK,2,1,65,64,64,63,27,63,13,8,13,25,5,8,12,12,29,10,25,30,21,40,32,48,40,26,43,8,21,13,4,35,12,36,6,13,11,65,64,64,63,63,22.54595907041276,1,Baja
R. Ducan,21,192,82,62,71,GK,2,1,68,57,55,64,25,60,12,10,21,25,15,12,13,11,21,15,27,22,38,53,26,41,45,21,52,12,26,15,10,48,14,35,17,23,20,68,57,55,60,64,22.24392361111111,1,Baja
Víctor Aznar,19,189,82,62,75,GK,2,1,62,60,62,65,29,63,13,7,19,35,11,14,14,13,28,18,30,28,35,49,45,47,62,27,70,5,26,15,6,39,20,31,7,18,22,62,60,62,63,65,22.955684331345708,1,Baja
Ma Zhen,24,196,85,62,65,GK,2,1,61,59,55,65,54,59,12,13,11,13,14,11,12,11,12,13,53,55,55,64,54,41,62,36,51,13,20,18,12,51,8,13,15,16,18,61,59,55,59,65,22.12619741774261,1,Baja
T. Kretzschmar,23,185,81,62,70,GK,3,1,65,61,58,66,42,61,9,5,9,21,7,7,8,10,12,10,40,44,45,45,55,44,69,39,68,6,18,10,6,29,11,18,8,10,12,65,61,58,61,66,23.66691015339664,1,Baja
J. González,28,186,84,62,62,GK,3,1,61,60,62,63,27,65,13,8,15,29,8,15,15,13,18,12,22,35,23,55,46,47,60,22,60,7,29,13,6,22,15,26,7,15,12,61,60,62,65,63,24.280263614290668,1,Baja
R. Doohan,24,186,75,62,66,GK,3,1,62,60,59,64,62,62,12,9,12,45,9,11,14,12,41,28,62,61,68,57,48,44,60,26,56,6,13,8,8,53,10,42,6,14,14,62,60,59,62,64,21.678806798473808,1,Baja
M. Buchalik,33,190,83,62,62,GK,3,1,61,63,62,60,32,67,21,12,13,35,11,14,12,12,32,21,28,37,36,47,51,47,52,26,66,12,23,23,15,42,23,56,14,24,22,61,63,62,67,60,22.99168975069252,1,Baja
C. Doyle,37,196,92,62,62,GK,3,1,61,62,62,61,32,61,15,14,11,25,14,15,13,11,33,32,32,32,55,60,44,47,50,27,59,12,23,15,7,26,25,40,30,13,15,61,62,62,61,61,23.94835485214494,1,Baja
P. Charruau,28,187,87,62,64,GK,2,1,64,59,57,63,46,63,10,8,8,18,7,12,15,12,14,19,42,52,37,53,43,43,58,17,82,13,37,24,8,17,14,52,12,18,15,64,59,57,63,63,24.879178701135288,1,Baja
A. Gremsl,27,190,85,62,64,GK,2,1,63,59,61,64,43,59,13,8,14,24,8,9,10,11,20,11,41,46,34,63,36,46,62,30,78,6,29,21,8,49,17,47,19,13,13,63,59,61,59,64,23.545706371191137,1,Baja
D. Blažević,29,190,88,62,64,GK,2,1,63,57,55,66,26,60,13,14,13,16,19,12,13,20,20,30,24,29,51,60,59,41,60,42,67,13,20,12,13,14,16,41,10,11,11,63,57,55,60,66,24.37673130193906,1,Baja
Guo Quanbo,24,184,80,62,66,GK,1,1,61,58,56,63,51,61,33,16,28,44,13,22,41,26,52,37,45,59,47,68,60,42,73,31,62,18,40,21,18,66,25,62,16,17,15,61,58,56,61,63,23.62948960302457,1,Baja
G. Balanta,20,193,80,62,77,GK,2,1,62,64,61,62,33,61,19,12,20,34,11,14,14,20,37,18,35,30,33,53,32,46,34,39,68,10,21,18,18,33,18,28,13,22,20,62,64,61,61,62,21.47708663319821,1,Baja
S. Walker,30,198,85,62,62,GK,2,1,64,61,60,63,42,61,17,11,15,25,15,19,16,20,26,25,40,45,32,56,38,45,70,39,63,11,27,16,11,29,12,46,20,14,14,64,61,60,61,63,21.68146107540047,1,Baja
Iker Álvarez,20,190,78,62,74,GK,3,1,61,62,64,61,34,62,20,7,10,28,10,8,12,12,26,16,38,29,43,59,40,48,65,35,57,20,18,18,6,57,13,55,6,14,10,61,62,64,62,61,21.606648199445985,1,Baja
Shi Xiaotian,32,190,79,62,62,GK,2,1,64,61,57,67,38,56,18,13,12,28,15,15,20,14,24,17,39,36,34,56,47,43,41,31,40,14,17,22,14,39,24,27,11,14,20,64,61,57,56,67,21.88365650969529,1,Baja
S. Eastwood,33,188,90,62,62,GK,3,1,62,61,61,63,50,62,15,13,15,38,15,14,18,19,42,20,48,52,62,57,44,46,64,40,68,13,41,27,16,47,23,46,24,16,13,62,61,61,62,63,25.46401086464464,1,Baja
B. Gradecki,22,194,91,62,70,GK,1,1,65,58,59,65,31,63,10,8,10,17,7,11,10,12,16,14,30,33,27,52,28,44,36,17,46,9,20,10,8,40,13,43,9,12,12,65,58,59,63,65,24.17897757466256,1,Baja
Pablo Valencia,21,188,74,62,71,GK,3,1,66,61,60,67,22,59,10,8,10,25,5,9,10,14,23,14,20,25,30,45,39,45,44,25,45,9,27,13,8,28,16,32,6,14,14,66,61,60,59,67,20.937075599818925,1,Baja
C. Riveros,23,181,82,62,69,GK,2,1,61,60,61,63,31,62,15,8,15,21,10,10,11,12,20,12,30,32,23,55,45,46,70,25,41,10,25,10,7,33,11,22,6,11,12,61,60,61,62,63,25.029760996306585,1,Baja
N. Townsend,27,181,80,62,62,GK,2,1,61,63,59,63,48,62,15,15,17,40,14,15,20,16,49,27,47,49,52,55,50,44,58,29,70,20,20,16,7,48,30,26,21,20,19,61,63,59,62,63,24.41927902078691,1,Baja
C. Burton,25,188,80,62,64,GK,3,1,64,61,60,64,42,59,12,19,17,21,16,13,11,16,25,25,35,52,40,58,65,45,61,35,48,13,19,24,14,37,22,27,13,12,13,64,61,60,59,64,22.634676324128566,1,Baja
Álex Padilla,18,190,80,62,80,GK,3,1,64,65,62,63,31,61,13,6,8,22,5,10,12,11,20,15,34,27,31,47,34,47,50,19,52,8,25,7,7,22,16,21,5,15,10,64,65,62,61,63,22.1606648199446,1,Baja
T. Holý,30,206,102,62,62,GK,3,1,64,58,60,63,37,61,13,18,18,18,20,16,20,14,36,19,36,39,35,58,41,45,48,19,73,16,21,15,9,42,23,43,16,25,25,64,58,60,61,63,24.036195682910737,1,Baja
Celton Biai,21,185,84,62,74,GK,3,1,63,59,60,67,22,59,14,6,12,16,9,9,10,11,15,12,22,21,36,50,46,45,61,27,56,9,19,6,6,25,15,37,7,10,12,63,59,60,59,67,24.543462381300216,1,Baja
I. Popescu,28,188,80,62,64,GK,2,1,62,60,60,61,19,60,13,8,12,25,8,8,14,10,30,15,19,19,29,59,39,45,49,25,61,9,18,14,6,36,16,34,7,10,13,62,60,60,60,61,22.634676324128566,1,Baja
Iker Piedra,20,182,74,62,77,GK,3,1,60,61,60,64,36,62,12,8,11,17,9,10,11,10,19,18,37,35,36,55,48,45,64,25,49,7,30,11,7,40,16,34,8,11,12,60,61,60,62,64,22.34029706557179,1,Baja
Iago Domínguez,20,183,76,62,75,GK,2,1,59,67,60,61,39,56,14,8,10,24,5,11,14,12,16,40,35,46,53,63,52,45,65,31,49,9,35,8,4,45,17,31,8,13,13,59,67,60,56,61,22.69401893158948,1,Baja
A. Bencze,20,190,81,62,79,GK,2,1,62,60,57,66,26,61,11,8,12,17,8,10,14,10,15,13,28,22,30,50,23,43,33,27,63,6,25,8,7,23,12,33,5,14,11,62,60,57,61,66,22.437673130193907,1,Baja
E. Polverino,25,182,75,62,67,GK,2,1,65,62,57,61,24,63,10,6,13,18,6,8,10,12,25,11,26,21,22,53,48,43,60,22,45,8,24,6,6,50,11,24,7,14,13,65,62,57,63,61,22.6421929718633,1,Baja
J. Mitchell,27,189,86,62,64,GK,2,1,61,62,63,62,51,59,15,10,14,32,13,12,12,18,30,21,59,40,60,60,62,47,64,30,66,10,32,18,13,54,29,51,8,15,16,61,62,63,59,62,24.075473810923548,1,Baja
A. Dadakdeniz,22,194,84,62,72,GK,3,1,63,61,58,65,30,58,10,9,13,22,9,13,10,11,17,19,32,28,44,54,42,44,38,25,60,6,21,13,6,34,17,39,7,11,11,63,61,58,58,65,22.31905622276544,1,Baja
A. Al Owayshir,31,184,69,62,62,GK,3,1,67,57,60,64,38,55,12,19,15,29,18,18,15,20,21,21,39,37,62,61,52,45,69,37,65,15,21,24,15,55,15,48,18,16,19,67,57,60,55,64,20.380434782608692,1,Baja
Chanza,24,182,74,62,70,GK,3,1,62,63,64,61,33,60,17,6,13,30,9,12,18,12,27,16,35,30,33,53,45,48,63,23,62,8,22,12,7,42,16,39,10,11,13,62,63,64,60,61,22.34029706557179,1,Baja
O. Hedvall,23,195,89,62,69,GK,3,1,66,60,63,64,31,60,18,12,20,45,16,14,15,15,43,40,32,29,35,46,45,47,49,30,55,12,22,18,13,55,14,42,20,13,12,66,60,63,60,64,23.405654174884944,1,Baja
M. Sarr,25,190,80,62,66,GK,2,1,65,60,55,70,43,55,13,13,17,26,19,18,16,20,22,24,43,44,34,49,48,41,56,38,67,15,18,25,19,16,21,25,17,18,13,65,60,55,55,70,22.1606648199446,1,Baja
R. Rodríguez,35,191,94,62,62,GK,2,1,63,61,62,63,25,60,14,5,11,22,6,11,14,10,15,18,24,26,24,55,23,47,38,28,69,7,23,6,5,23,10,21,7,14,13,63,61,62,60,63,25.766837531865903,1,Baja
Zou Dehai,29,187,73,62,62,GK,3,1,59,61,58,64,46,62,18,16,19,30,14,14,13,11,23,24,49,42,30,63,53,44,65,30,64,14,19,20,17,24,21,23,25,14,12,59,61,58,62,64,20.875632703251448,1,Baja
P. Sequeira,23,190,84,62,69,GK,3,1,69,62,64,59,35,56,23,6,11,30,9,5,12,12,28,11,38,30,47,60,50,48,60,25,60,5,27,17,5,49,19,42,12,13,10,69,62,64,56,59,23.26869806094183,1,Baja
T. Krapikas,23,194,85,62,72,GK,2,1,62,60,59,64,25,58,12,8,11,18,9,11,11,14,18,17,27,22,52,58,27,44,45,24,59,9,26,8,6,30,15,41,8,10,11,62,60,59,58,64,22.58475927303645,1,Baja
S. Osigwe,28,185,80,62,64,GK,2,1,65,64,61,61,31,59,17,12,19,31,15,16,16,17,30,22,30,33,32,55,45,46,67,33,54,11,38,14,10,57,15,28,19,13,15,65,64,61,59,61,23.37472607742878,1,Baja
I. Espinoza,26,186,83,62,65,GK,2,1,62,61,64,61,46,60,12,14,15,32,13,16,13,11,29,19,49,41,50,63,57,48,61,41,51,11,25,25,13,36,13,44,15,14,19,62,61,64,60,61,23.991212856977683,1,Baja
L. Watkowiak,26,197,105,62,67,GK,3,1,59,59,57,66,21,63,13,7,13,19,5,10,11,12,25,18,20,23,19,54,20,43,27,26,80,8,32,6,6,32,15,21,7,13,13,59,59,57,63,66,27.055579891262337,1,Baja
Shao Puliang,32,187,83,62,62,GK,3,1,58,62,63,59,33,63,20,16,12,42,11,14,15,14,48,22,31,35,37,65,62,47,50,21,36,18,14,18,18,46,14,58,29,23,18,58,62,63,63,59,23.735308416025617,1,Baja
Pedro Teixeira,20,192,76,61,74,GK,2,1,62,60,59,63,28,61,10,5,13,22,9,7,12,10,25,10,27,29,32,50,23,44,48,28,62,5,21,6,7,36,10,24,7,11,13,62,60,59,61,63,20.616319444444446,1,Baja
S. MacDonald,25,185,74,61,64,GK,3,1,60,60,61,63,54,62,12,8,11,33,9,11,11,12,38,19,53,55,37,54,48,46,64,27,54,8,20,8,5,36,15,24,5,12,10,60,60,61,62,63,21.62162162162162,1,Baja
I. Quispe,22,183,84,61,68,GK,2,1,60,61,60,62,29,60,15,11,11,20,10,7,11,13,30,12,35,20,36,55,45,45,61,25,60,9,22,15,6,35,11,30,9,13,15,60,61,60,60,62,25.082863029651524,1,Baja
I. Konovalov,27,191,82,61,64,GK,2,1,56,59,55,64,21,66,13,16,13,18,15,19,13,20,19,17,22,20,25,56,20,41,48,23,48,16,19,11,14,21,21,17,12,16,16,56,59,55,66,64,22.47745401715962,1,Baja
F. Schock,21,199,95,61,71,GK,2,1,58,59,56,62,26,62,13,9,14,20,6,8,11,13,16,11,26,25,28,57,29,42,38,28,76,8,16,14,6,30,11,30,8,11,12,58,59,56,62,62,23.989293199666676,1,Baja
